latitude,longitude,acq_date,acq_time,class
40.9915,25.9361,2023-08-31,1926,not fire
36.2117,27.9872,2023-07-23,817,fire
36.1574,27.9408,2023-07-23,817,fire
41.0387,26.1648,2023-08-12,1148,not fire
36.1103,27.9286,2023-07-04,8,not fire
41.0757,26.1662,2023-08-22,43,fire
41.0187,26.1563,2023-08-22,1148,fire
38.4037,23.214,2023-08-12,1208,not fire
37.7706,23.9719,2023-08-06,2009,not fire
40.3422,23.3874,2023-08-02,1148,not fire
38.0828,23.4629,2023-07-08,1154,not fire
36.1251,27.9168,2023-07-14,857,not fire
36.1234,27.9105,2023-07-24,857,fire
36.2166,27.9405,2023-07-20,1139,fire
36.0422,27.8561,2023-07-15,2040,not fire
40.9375,25.8422,2023-08-12,902,not fire
41.1468,25.2449,2023-08-01,1926,not fire
38.1104,23.5038,2023-07-28,51,not fire
39.764,19.8768,2023-08-04,1154,not fire
40.995,26.0875,2023-08-22,43,fire
38.0568,23.4369,2023-07-18,2049,fire
40.8773,26.0976,2023-08-31,822,not fire
38.1022,23.4702,2023-07-28,1154,not fire
36.2462,27.9218,2023-08-08,1058,not fire
38.129,23.6013,2023-08-23,944,fire
38.1219,23.6881,2023-08-02,2006,not fire
38.1505,23.4822,2023-08-07,51,not fire
38.348,22.7132,2023-08-12,44,not fire
40.9481,26.0666,2023-08-11,1926,not fire
40.3457,23.4106,2023-08-22,1148,fire
38.013,24.5066,2023-07-04,1111,not fire
40.9986,25.7495,2023-08-23,1230,fire
40.9919,26.0489,2023-08-12,43,not fire
40.9468,26.0733,2023-08-12,902,not fire
38.0188,24.5317,2023-08-03,1111,not fire
36.0509,27.8921,2023-07-15,1152,not fire
40.9564,25.8694,2023-08-22,43,fire
40.9989,26.0633,2023-08-02,43,not fire
38.5477,23.6711,2023-08-11,1926,not fire
39.3863,22.8144,2023-07-26,1235,fire
40.8865,25.9193,2023-08-30,1202,not fire
41.5664,26.3047,2023-07-15,1128,fire
36.0701,27.8861,2023-08-14,1902,not fire
40.9287,25.9582,2023-08-31,1106,not fire
40.9474,25.9973,2023-08-20,2023,fire
41.0471,26.0059,2023-08-12,1148,not fire
38.1064,23.4695,2023-08-07,946,not fire
40.9233,26.0711,2023-08-09,838,not fire
38.1117,23.6437,2023-08-23,944,fire
41.0457,26.1203,2023-08-02,43,not fire
40.9668,25.7672,2023-08-12,2007,not fire
38.1234,23.6995,2023-08-22,2006,fire
36.0088,27.8747,2023-07-05,2040,not fire
40.8863,25.965,2023-08-02,1148,not fire
36.1531,27.9558,2023-07-12,914,not fire
40.9005,25.9564,2023-08-30,919,not fire
41.0508,26.147,2023-08-12,43,not fire
36.1127,27.9074,2023-07-24,857,fire
38.0915,23.4187,2023-07-19,849,fire
36.1363,27.9443,2023-07-02,914,not fire
38.3694,24.0868,2023-07-16,2051,not fire
36.0772,27.8928,2023-07-16,1056,not fire
38.1006,23.4589,2023-07-28,1154,not fire
38.0813,23.4515,2023-07-18,1154,fire
36.0718,27.9442,2023-07-12,2016,not fire
38.1687,23.4869,2023-08-07,51,not fire
40.938,26.0591,2023-08-01,1106,not fire
38.1276,23.5993,2023-08-14,1950,not fire
40.9775,26.028,2023-08-02,1148,not fire
36.056,27.9266,2023-07-15,1902,not fire
41.1513,26.1727,2023-08-21,1942,not fire
36.0523,27.9266,2023-07-24,857,fire
40.8904,26.0569,2023-08-20,57,fire
41.1727,26.1904,2023-08-31,837,fire
40.9734,25.9024,2023-08-11,1926,not fire
36.2466,27.9051,2023-07-09,850,not fire
36.1238,27.9527,2023-07-23,104,fire
40.919,25.9203,2023-08-31,1926,not fire
38.0516,23.453,2023-07-18,1912,fire
38.1305,23.4688,2023-08-07,1154,not fire
40.9689,26.0645,2023-08-12,902,not fire
36.0873,27.916,2023-07-15,1902,not fire
40.9244,25.8476,2023-08-22,902,fire
41.0078,26.1618,2023-08-23,124,fire
40.9771,25.9804,2023-08-11,1926,not fire
38.1439,23.7014,2023-08-23,1909,fire
38.3212,22.7075,2023-08-22,44,fire
36.959,22.5412,2023-07-20,1140,fire
40.954,26.0906,2023-08-02,902,not fire
40.9805,25.8859,2023-08-02,902,not fire
39.7401,19.8749,2023-08-13,2000,not fire
41.1042,26.191,2023-08-11,1106,not fire
38.3487,22.7344,2023-08-12,1147,not fire
38.0285,24.5076,2023-07-04,2000,not fire
41.0366,26.004,2023-08-02,43,not fire
36.146,27.9862,2023-07-22,914,fire
41.0569,26.0263,2023-08-21,1926,fire
38.0477,23.4743,2023-07-29,849,not fire
38.1665,23.5308,2023-07-28,1154,not fire
36.0406,27.8934,2023-07-05,1152,not fire
39.2994,22.8341,2023-07-07,1139,not fire
38.3274,22.7335,2023-08-22,903,fire
39.3208,22.7855,2023-08-16,1139,not fire
41.0741,26.0635,2023-08-12,902,not fire
38.1667,23.4987,2023-07-18,51,fire
38.1149,23.5741,2023-08-03,806,not fire
41.0671,26.1367,2023-08-31,1926,not fire
40.972,26.0561,2023-08-22,43,fire
40.9324,25.728,2023-08-12,2007,not fire
36.0876,27.939,2023-07-03,817,not fire
41.1587,25.3028,2023-08-01,1926,not fire
40.938,26.0591,2023-08-31,1106,not fire
40.9674,25.8754,2023-08-02,1148,not fire
39.3566,22.7402,2023-07-17,1139,not fire
38.2526,22.8226,2023-08-13,1229,not fire
40.9868,26.0226,2023-08-22,43,fire
38.0965,23.4951,2023-07-18,1154,fire
40.9442,26.0878,2023-08-12,902,not fire
40.9076,25.8276,2023-08-12,902,not fire
39.398,22.8671,2023-08-06,35,not fire
37.1179,22.0246,2023-08-11,1131,not fire
36.959,22.5412,2023-07-30,1140,not fire
36.0619,27.8825,2023-07-15,1902,not fire
41.16,22.6392,2023-08-11,1132,not fire
37.0929,25.5283,2023-07-15,24,fire
36.1219,27.9164,2023-07-04,8,not fire
37.9326,23.0254,2023-07-28,2049,not fire
36.0735,27.9199,2023-07-24,1111,fire
37.7878,23.9568,2023-07-07,1113,not fire
39.7561,19.8903,2023-07-23,2058,fire
36.1344,27.936,2023-08-13,1111,not fire
40.9094,25.7091,2023-08-22,2007,fire
40.9028,25.8548,2023-08-12,43,not fire
41.2157,26.1669,2023-08-21,27,not fire
40.9685,25.9048,2023-08-02,43,not fire
40.9454,25.7778,2023-08-12,1148,not fire
36.0267,27.8832,2023-07-26,1056,fire
38.3453,22.7377,2023-08-22,903,fire
38.0301,24.5187,2023-08-03,2000,not fire
36.1873,27.9247,2023-08-10,1935,not fire
38.1225,23.6546,2023-08-02,903,not fire
37.9301,24.8159,2023-08-06,1933,not fire
38.4,22.7376,2023-08-03,1229,not fire
40.9235,26.0713,2023-07-30,1121,not fire
40.9617,26.0474,2023-08-22,902,fire
40.9168,25.8838,2023-08-02,43,not fire
40.8935,25.793,2023-08-22,902,fire
38.119,23.6323,2023-08-13,806,not fire
38.0691,23.4372,2023-07-29,132,not fire
36.2064,27.9197,2023-07-11,1935,not fire
39.7732,19.874,2023-08-04,1154,not fire
36.254,27.9205,2023-08-08,850,not fire
36.0662,27.9038,2023-07-14,1959,not fire
36.1202,27.9274,2023-07-24,857,fire
40.9709,25.8827,2023-08-12,902,not fire
40.952,26.0444,2023-08-12,902,not fire
36.2379,27.9669,2023-08-02,1919,not fire
37.7602,23.9623,2023-07-07,2009,not fire
41.0611,26.0421,2023-08-02,1148,not fire
38.5477,23.6711,2023-08-31,1926,not fire
36.2188,27.9655,2023-08-12,817,not fire
41.0248,26.0766,2023-08-12,43,not fire
36.0436,27.8898,2023-08-06,36,not fire
36.2028,27.9857,2023-07-22,2016,fire
41.0079,26.1459,2023-08-22,1148,fire
37.9528,23.0443,2023-07-08,51,not fire
36.2172,27.9811,2023-08-12,817,not fire
41.1777,25.5462,2023-08-12,902,not fire
41.0955,26.1059,2023-08-22,1148,fire
40.8678,26.0771,2023-08-11,822,not fire
39.3557,22.8134,2023-08-15,1235,not fire
38.1787,23.5006,2023-07-17,2009,fire
41.0093,25.9409,2023-08-02,43,not fire
36.098,27.9409,2023-07-03,817,not fire
38.1699,23.4862,2023-08-07,808,not fire
37.9339,23.0513,2023-08-08,133,not fire
40.9009,25.8668,2023-08-02,43,not fire
41.0098,26.0539,2023-08-12,43,not fire
39.2366,22.3281,2023-08-15,1235,not fire
39.3384,22.8487,2023-07-17,35,not fire
40.9219,25.9103,2023-08-12,43,not fire
36.1679,27.942,2023-07-03,817,not fire
38.2469,22.9131,2023-08-31,822,not fire
40.9891,26.0164,2023-08-02,902,not fire
41.1624,25.2623,2023-08-11,1926,not fire
36.098,27.9409,2023-07-23,817,fire
40.9795,26.1184,2023-08-12,1148,not fire
40.9191,25.9564,2023-07-31,2023,not fire
38.1639,23.4587,2023-07-28,1912,not fire
40.9066,25.983,2023-08-10,1202,not fire
38.5283,23.6475,2023-08-01,1926,not fire
41.0811,26.0509,2023-08-12,1148,not fire
41.0645,24.6751,2023-08-12,1148,not fire
36.1195,27.9211,2023-07-14,1111,not fire
38.2611,22.8749,2023-08-12,44,not fire
36.0416,27.8846,2023-08-04,1152,not fire
40.977,25.9211,2023-08-11,1926,not fire
40.9985,25.9723,2023-08-01,1926,not fire
41.0208,26.1007,2023-08-22,43,fire
40.9642,25.8507,2023-08-22,1148,fire
38.1402,23.5621,2023-07-09,1058,not fire
41.0418,26.1445,2023-08-22,43,fire
36.1376,27.9348,2023-07-23,1919,fire
39.238,22.3205,2023-07-16,1235,not fire
39.7618,19.8669,2023-08-14,937,not fire
36.2149,28.045,2023-08-13,1111,not fire
41.0494,26.2047,2023-08-17,910,not fire
38.2522,22.8728,2023-08-12,44,not fire
38.3937,23.2157,2023-07-13,1208,not fire
38.1876,23.4986,2023-08-06,2009,not fire
38.1629,22.2028,2023-08-02,1919,not fire
40.9272,25.7821,2023-08-02,1148,not fire
36.1344,27.936,2023-07-14,1111,not fire
36.1704,27.9426,2023-08-10,1935,not fire
36.0475,27.9084,2023-07-04,1111,not fire
37.1049,25.5254,2023-08-03,1223,not fire
41.1006,26.0707,2023-08-14,1133,not fire
40.9225,25.7297,2023-08-12,2007,not fire
38.3375,22.7228,2023-08-02,44,not fire
41.1568,25.246,2023-08-22,43,fire
38.1699,23.4862,2023-07-08,808,not fire
36.199,27.935,2023-07-31,1935,not fire
36.1531,27.9558,2023-08-11,914,not fire
41.105,26.1457,2023-08-21,1106,fire
39.7844,19.8643,2023-07-15,2041,not fire
36.1141,27.9522,2023-08-11,2016,not fire
41.0602,26.0435,2023-08-21,1926,fire
36.2616,27.9192,2023-08-08,1952,not fire
36.0787,27.8949,2023-07-15,2354,not fire
40.9344,26.085,2023-08-12,902,not fire
36.0741,27.895,2023-07-16,841,not fire
40.9945,25.8377,2023-08-02,2007,not fire
38.3586,23.232,2023-08-03,1229,not fire
38.0837,23.6364,2023-08-12,1147,not fire
36.1344,27.936,2023-07-04,1111,not fire
41.1442,26.1873,2023-08-21,1942,not fire
36.0088,27.8747,2023-07-15,2040,not fire
40.8879,25.9776,2023-08-12,1148,not fire
40.9197,25.7966,2023-08-12,1148,not fire
41.2192,26.1808,2023-08-31,837,fire
40.9494,26.0588,2023-08-12,902,not fire
41.0117,26.042,2023-08-12,43,not fire
38.3921,23.201,2023-08-02,1208,not fire
38.1699,23.4862,2023-07-18,808,fire
40.927,25.9605,2023-08-31,1,not fire
38.1387,23.6863,2023-08-24,29,fire
38.1211,23.6393,2023-08-12,1147,not fire
36.1251,27.9168,2023-08-03,857,not fire
38.1731,22.2268,2023-08-02,2057,not fire
38.0285,24.5076,2023-08-03,2000,not fire
40.8834,25.6548,2023-08-12,2007,not fire
36.2245,27.9221,2023-07-19,1952,fire
37.0961,25.5033,2023-07-25,24,not fire
40.8909,25.9691,2023-08-19,1943,fire
41.0059,25.9101,2023-08-23,1052,fire
41.0465,26.1824,2023-08-17,1201,not fire
39.765,19.8626,2023-07-25,49,fire
40.9309,25.7139,2023-08-22,2007,fire
38.327,22.7322,2023-08-12,44,not fire
38.5501,23.6843,2023-08-12,44,not fire
38.0891,23.5085,2023-07-08,1154,not fire
40.9005,25.9564,2023-08-10,919,not fire
39.4007,22.8736,2023-07-06,1944,not fire
38.1619,22.2131,2023-07-23,2057,fire
38.1394,23.4666,2023-07-18,1154,fire
39.3433,22.8094,2023-08-16,35,not fire
38.2453,22.8913,2023-08-01,822,not fire
36.2207,27.999,2023-08-11,2016,not fire
36.9494,22.5537,2023-08-08,1236,not fire
38.3937,23.2157,2023-07-03,1208,not fire
40.9067,25.8311,2023-08-02,43,not fire
36.1917,27.9507,2023-07-31,1935,not fire
40.9913,25.9942,2023-08-31,1926,not fire
41.1801,26.0847,2023-08-20,1228,not fire
40.9997,26.1269,2023-08-12,902,not fire
39.3113,22.7885,2023-08-16,1139,not fire
36.0384,27.8865,2023-07-26,841,fire
39.3194,22.8447,2023-07-17,35,not fire
36.2003,28.0302,2023-07-04,1111,not fire
41.0671,26.1367,2023-08-21,1926,fire
40.9288,25.7944,2023-08-22,1148,fire
39.754,19.854,2023-07-23,2058,fire
38.1412,23.647,2023-08-14,1133,not fire
39.3194,22.8447,2023-07-27,35,fire
41.0527,26.1214,2023-08-21,1926,fire
40.9009,25.8668,2023-08-12,43,not fire
38.1699,23.4862,2023-07-28,808,not fire
38.1212,23.487,2023-07-28,51,not fire
40.9838,26.0386,2023-08-12,902,not fire
38.1485,23.4942,2023-07-28,51,not fire
38.1089,20.7692,2023-07-24,2031,not fire
40.8997,25.8167,2023-08-22,43,fire
38.4037,23.214,2023-07-03,1208,not fire
40.8838,25.7903,2023-08-12,902,not fire
38.9298,22.0772,2023-08-12,1147,not fire
40.9592,26.0615,2023-08-22,902,fire
38.4065,23.179,2023-07-13,1919,not fire
41.1739,25.5417,2023-08-21,1106,fire
41.1751,26.1845,2023-08-31,27,fire
40.9005,25.9564,2023-07-31,919,not fire
36.2379,27.9669,2023-07-03,1919,not fire
41.1999,26.2164,2023-08-21,27,not fire
39.3194,22.8447,2023-07-07,35,not fire
40.9882,25.7786,2023-08-02,2007,not fire
40.9522,25.7251,2023-08-12,2007,not fire
39.7804,19.891,2023-07-25,49,fire
41.0477,26.1576,2023-08-03,805,not fire
41.0108,25.8951,2023-08-02,2007,not fire
38.0902,23.4494,2023-07-18,1154,fire
38.1151,23.5232,2023-07-08,51,not fire
36.1004,27.9336,2023-07-02,2016,not fire
40.9947,25.9202,2023-08-22,902,fire
38.0463,23.4144,2023-07-29,849,not fire
36.1679,27.942,2023-07-13,817,not fire
38.1776,22.1911,2023-07-23,1919,fire
38.3543,21.5418,2023-08-22,2006,fire
36.0433,27.9003,2023-07-25,1152,fire
36.1877,28.0142,2023-07-03,104,not fire
40.9793,25.8953,2023-08-02,43,not fire
40.925,25.9885,2023-08-11,1,not fire
36.1143,27.9138,2023-07-24,857,fire
36.0475,27.9084,2023-07-24,1111,fire
39.3178,22.8581,2023-07-07,35,not fire
40.985,25.7488,2023-08-22,2007,fire
38.3359,22.7342,2023-08-02,44,not fire
40.9963,25.9018,2023-08-22,1148,fire
38.1769,22.1707,2023-07-13,2057,not fire
38.1739,23.5174,2023-08-07,1154,not fire
37.7602,23.9623,2023-07-27,2009,not fire
38.0471,23.4449,2023-08-07,2049,not fire
36.1946,27.9811,2023-08-01,2016,not fire
41.1812,26.2126,2023-08-21,27,not fire
40.8845,25.7409,2023-08-22,1148,fire
38.0823,23.6683,2023-08-22,2006,fire
41.0012,26.1399,2023-08-22,1148,fire
41.0059,25.8495,2023-08-02,2007,not fire
41.0807,26.1933,2023-08-12,43,not fire
41.0986,26.1816,2023-08-31,1926,not fire
40.9225,25.7297,2023-08-22,2007,fire
39.3442,22.83,2023-08-06,35,not fire
38.9226,22.092,2023-08-02,1147,not fire
41.1105,26.0601,2023-08-24,1950,fire
38.9373,22.0539,2023-08-05,1215,not fire
41.0622,24.7106,2023-08-22,43,fire
38.9298,22.0772,2023-08-22,1147,fire
38.0933,23.4723,2023-08-07,1154,not fire
41.0322,25.9243,2023-08-14,28,not fire
38.1846,23.4761,2023-07-27,2009,not fire
41.0366,26.004,2023-08-22,43,fire
41.0807,26.1933,2023-08-22,43,fire
38.157,23.5521,2023-08-08,849,not fire
40.9263,25.84,2023-08-31,1926,not fire
40.9031,25.7959,2023-08-22,902,fire
38.3256,22.7449,2023-08-12,903,not fire
36.959,22.5412,2023-08-09,1140,not fire
38.1394,23.4666,2023-07-28,1154,not fire
36.2587,27.8974,2023-07-09,1952,not fire
38.0917,23.4608,2023-07-08,1154,not fire
39.3787,22.7347,2023-07-06,1235,not fire
36.0879,27.9185,2023-08-13,857,not fire
39.3017,22.8056,2023-08-16,2024,not fire
40.9403,26.0295,2023-08-31,822,not fire
36.0949,27.9392,2023-07-03,104,not fire
36.2468,27.941,2023-07-28,2355,not fire
36.2189,27.9777,2023-07-02,2016,not fire
41.094,26.0932,2023-08-22,1148,fire
41.0349,26.0893,2023-08-11,1926,not fire
39.3305,22.8337,2023-07-17,35,not fire
41.0738,26.0577,2023-08-02,902,not fire
38.0972,23.5746,2023-07-24,1137,not fire
41.0756,26.0071,2023-08-13,1052,not fire
36.1263,27.951,2023-07-12,2016,not fire
41.2234,26.1817,2023-08-31,27,fire
41.0883,26.0983,2023-08-02,902,not fire
40.9109,25.7232,2023-08-12,2007,not fire
39.3017,22.8056,2023-07-07,2024,not fire
38.0022,24.5325,2023-08-13,857,not fire
36.0088,27.8747,2023-08-14,2040,not fire
38.5283,23.6475,2023-08-31,1926,not fire
40.9749,25.8811,2023-08-02,1148,not fire
41.0187,26.0563,2023-08-22,43,fire
36.0612,27.8905,2023-07-05,1152,not fire
36.0422,27.909,2023-07-05,1152,not fire
40.9412,26.0729,2023-08-12,43,not fire
38.1306,23.5922,2023-08-14,1950,not fire
41.1756,26.1703,2023-08-30,1228,fire
38.142,23.6576,2023-08-14,29,not fire
36.1259,27.9359,2023-07-13,817,not fire
41.0094,26.1303,2023-08-22,902,fire
41.0334,26.1684,2023-08-22,902,fire
41.0875,26.1014,2023-08-02,1148,not fire
41.0857,26.1126,2023-08-22,902,fire
41.2092,26.2185,2023-08-31,27,fire
36.1107,27.9286,2023-07-04,1111,not fire
41.009,26.1168,2023-08-22,43,fire
38.3518,22.7187,2023-08-21,1926,fire
37.1038,25.5177,2023-07-15,24,fire
40.9991,25.9669,2023-08-01,1926,not fire
38.1069,23.5044,2023-07-18,1154,fire
36.1955,27.981,2023-07-13,104,not fire
39.764,19.8768,2023-08-14,1154,not fire
38.1772,23.5426,2023-07-08,946,not fire
38.1412,23.6258,2023-08-04,847,not fire
40.8552,26.088,2023-08-01,822,not fire
38.9373,22.0539,2023-08-25,1215,fire
40.9373,26.0701,2023-08-01,1926,not fire
40.8734,25.8041,2023-08-12,43,not fire
40.8458,26.0667,2023-08-21,822,fire
36.2414,27.9526,2023-08-11,2016,not fire
41.0208,26.1007,2023-08-02,43,not fire
36.0457,27.8811,2023-07-26,1943,fire
38.1216,23.4706,2023-07-18,1154,fire
38.12,23.4592,2023-07-18,1154,fire
38.1305,23.4688,2023-07-18,1154,fire
40.9652,25.7522,2023-08-22,2007,fire
38.1032,23.462,2023-07-08,946,not fire
38.1608,23.5366,2023-07-28,946,not fire
40.9078,25.6948,2023-08-22,2007,fire
36.1845,27.929,2023-08-01,914,not fire
36.0205,27.8826,2023-08-15,841,not fire
36.2303,27.9332,2023-07-08,2355,not fire
41.1738,26.1231,2023-08-20,1228,not fire
40.9287,25.9582,2023-08-01,1106,not fire
41.009,26.1168,2023-08-12,43,not fire
41.0929,26.1505,2023-08-01,1106,not fire
36.2213,27.9488,2023-07-03,1919,not fire
40.9668,25.7672,2023-08-02,2007,not fire
36.9605,22.5165,2023-08-08,1236,not fire
41.0092,25.8801,2023-08-12,2007,not fire
41.0141,25.9254,2023-08-12,2007,not fire
38.1172,23.5112,2023-07-08,51,not fire
37.8281,23.918,2023-08-06,2009,not fire
40.8939,25.8526,2023-08-22,43,fire
41.046,26.1916,2023-08-23,805,fire
36.0699,27.9021,2023-08-03,1111,not fire
36.2086,27.9328,2023-07-01,1935,not fire
36.1366,27.9145,2023-07-13,1207,not fire
41.1586,25.2342,2023-08-02,43,not fire
36.1219,27.9164,2023-08-03,8,not fire
36.1135,27.9428,2023-07-23,1919,fire
38.3325,22.7513,2023-08-02,1147,not fire
37.8079,23.9193,2023-08-06,1113,not fire
36.1256,27.9182,2023-08-13,1959,not fire
41.155,25.2578,2023-08-22,43,fire
36.1646,27.9608,2023-08-01,23,not fire
39.7844,19.8643,2023-08-14,2041,not fire
38.1307,23.6352,2023-08-24,847,fire
38.2538,22.8196,2023-08-24,1133,fire
41.1025,26.0826,2023-08-14,1133,not fire
36.0588,27.9403,2023-07-04,8,not fire
38.1498,23.4761,2023-07-28,1154,not fire
38.1444,23.5185,2023-07-08,51,not fire
38.1465,23.5064,2023-07-08,51,not fire
36.1207,27.9288,2023-07-23,817,fire
41.192,26.1687,2023-08-30,1228,fire
36.1251,27.9242,2023-08-12,1207,not fire
40.8928,26.0632,2023-07-31,919,not fire
36.0212,27.8474,2023-07-06,1056,not fire
41.0074,25.9529,2023-08-02,43,not fire
40.9938,26.037,2023-08-22,43,fire
38.137,23.6142,2023-08-14,29,not fire
38.1698,23.5026,2023-07-27,2009,not fire
41.0847,26.1686,2023-08-11,1926,not fire
36.1087,27.9427,2023-08-13,8,not fire
36.9623,22.5493,2023-07-19,1236,fire
38.3941,23.2225,2023-07-23,1208,fire
41.0262,26.1792,2023-08-12,2346,not fire
37.9547,23.0327,2023-07-18,51,fire
36.1218,27.9334,2023-08-13,857,not fire
41.0597,26.1494,2023-08-02,43,not fire
38.3301,22.7097,2023-08-02,44,not fire
40.9533,25.8302,2023-08-22,2007,fire
40.9736,25.9626,2023-08-11,1926,not fire
38.1238,23.5137,2023-08-08,1058,not fire
36.1502,27.9488,2023-08-11,914,not fire
36.231,27.9307,2023-07-20,2341,fire
36.2114,28.0274,2023-07-14,1111,not fire
39.2994,22.8341,2023-08-16,1139,not fire
36.0588,27.9403,2023-08-13,8,not fire
36.2425,27.935,2023-07-08,2355,not fire
38.1713,23.514,2023-07-17,2009,fire
36.2226,27.9976,2023-08-02,104,not fire
40.8818,25.9599,2023-08-20,57,fire
40.9165,25.7716,2023-08-22,1148,fire
36.1251,27.9242,2023-07-03,1207,not fire
40.8612,26.1025,2023-08-21,1926,fire
40.9918,25.9302,2023-08-31,1926,not fire
38.123,23.444,2023-07-19,1236,fire
38.0516,23.453,2023-07-08,1912,not fire
38.165,23.5195,2023-07-08,1154,not fire
36.0525,27.9072,2023-07-15,1152,not fire
36.1821,27.9529,2023-07-31,1935,not fire
38.1355,23.6167,2023-08-04,1133,not fire
36.2379,27.9669,2023-08-12,1919,not fire
38.249,22.8858,2023-08-21,822,fire
36.0723,27.9063,2023-08-05,841,not fire
40.8935,25.793,2023-08-12,902,not fire
40.959,25.6946,2023-08-02,2007,not fire
38.1251,23.6189,2023-08-14,1133,not fire
36.2166,27.9405,2023-07-10,1139,not fire
40.9206,26.0558,2023-08-19,1121,fire
41.054,24.7263,2023-08-21,1106,fire
38.1157,23.6642,2023-08-12,1147,not fire
41.0298,26.1033,2023-08-22,43,fire
40.8976,26.0763,2023-08-20,57,fire
41.002,26.102,2023-08-12,43,not fire
36.0556,27.9094,2023-07-04,857,not fire
39.2346,22.2954,2023-07-06,1235,not fire
40.9883,25.8977,2023-08-22,43,fire
40.9651,26.0045,2023-08-22,1148,fire
38.1627,23.5227,2023-07-08,51,not fire
40.9683,26.0299,2023-08-22,1148,fire
41.0527,26.1214,2023-08-31,1926,not fire
40.9125,25.7372,2023-08-22,2007,fire
36.0978,27.9615,2023-07-22,2016,fire
38.0389,24.5341,2023-07-14,857,not fire
36.1014,27.9025,2023-07-07,1138,not fire
41.0924,26.0803,2023-08-22,1148,fire
41.1217,26.0157,2023-08-06,1119,not fire
40.9793,25.8416,2023-08-22,1148,fire
41.0295,26.167,2023-08-12,1148,not fire
40.9337,25.9359,2023-08-11,1926,not fire
39.7711,19.8617,2023-08-04,1154,not fire
38.3724,23.2307,2023-08-13,1229,not fire
41.1627,25.5456,2023-08-02,1148,not fire
38.3317,22.698,2023-08-02,44,not fire
36.211,28.0225,2023-07-03,1919,not fire
36.1203,27.9304,2023-07-14,8,not fire
39.3368,22.8613,2023-08-16,35,not fire
36.0701,27.8861,2023-07-25,1902,fire
36.2228,27.9264,2023-08-08,850,not fire
40.9799,25.7954,2023-08-12,2007,not fire
37.8177,23.9083,2023-07-07,2009,not fire
41.0812,26.0809,2023-08-02,902,not fire
40.9447,25.933,2023-08-31,1926,not fire
41.1547,25.2836,2023-08-21,1926,fire
36.0741,27.895,2023-08-05,841,not fire
36.2466,27.9051,2023-07-29,850,not fire
41.0487,26.2051,2023-08-16,1934,not fire
38.1713,23.514,2023-07-27,2009,not fire
39.3537,22.7774,2023-07-16,1235,not fire
41.0438,26.1324,2023-08-12,43,not fire
38.1509,23.4366,2023-07-28,946,not fire
38.1509,23.4366,2023-08-07,946,not fire
37.9317,23.0328,2023-08-06,2009,not fire
39.352,22.8084,2023-07-26,1235,fire
36.2147,27.9336,2023-07-02,23,not fire
39.238,22.3205,2023-07-26,1235,fire
36.0735,27.9199,2023-08-03,1111,not fire
39.4007,22.8736,2023-07-26,1944,fire
36.2218,28.0248,2023-07-04,8,not fire
37.096,25.5271,2023-07-24,1944,not fire
41.2108,26.2056,2023-08-11,27,not fire
41.0091,26.0269,2023-08-31,1926,not fire
38.0547,23.4051,2023-07-18,1912,fire
41.042,26.1249,2023-08-31,1926,not fire
39.7634,19.875,2023-07-25,49,fire
38.5518,23.6731,2023-08-22,44,fire
40.8753,25.7921,2023-08-02,43,not fire
38.0279,24.5443,2023-07-04,857,not fire
36.1917,27.9507,2023-07-11,1935,not fire
36.23,27.9426,2023-07-29,850,not fire
38.1544,22.1785,2023-07-23,2057,fire
38.2434,22.919,2023-08-11,822,not fire
36.1202,27.9274,2023-08-03,857,not fire
39.3519,22.7342,2023-07-17,1139,not fire
40.9419,26.0112,2023-08-11,822,not fire
38.0471,23.4449,2023-07-28,2049,not fire
38.1122,23.6414,2023-08-12,1147,not fire
36.1218,27.9251,2023-07-04,1111,not fire
41.1086,26.0391,2023-08-24,28,fire
41.0961,26.2141,2023-08-14,1133,not fire
39.7515,19.9095,2023-08-03,7,not fire
41.1063,26.1063,2023-08-14,1133,not fire
36.0212,27.8474,2023-07-16,1056,not fire
36.0406,27.8934,2023-08-14,1152,not fire
37.9126,24.7808,2023-08-06,1118,not fire
40.9593,25.813,2023-08-02,1148,not fire
38.1053,23.493,2023-07-18,1154,fire
36.2082,27.9921,2023-08-02,104,not fire
37.1032,25.5111,2023-08-03,1944,not fire
38.0876,23.6336,2023-08-12,903,not fire
39.7589,19.8635,2023-08-03,2000,not fire
36.2215,27.9224,2023-07-30,2341,not fire
40.9437,25.9921,2023-08-31,822,not fire
40.9735,25.8969,2023-08-11,1926,not fire
40.9419,26.0112,2023-08-31,822,not fire
36.1821,27.9529,2023-07-01,1935,not fire
38.1403,23.4242,2023-07-23,816,fire
41.2015,26.2036,2023-08-31,27,fire
40.9701,26.0681,2023-08-22,43,fire
39.3522,22.7633,2023-07-27,35,fire
39.3018,22.8475,2023-07-27,1139,fire
40.9245,25.834,2023-08-02,1148,not fire
36.1541,27.9426,2023-08-13,857,not fire
40.954,26.0906,2023-08-12,902,not fire
41.1571,26.194,2023-08-11,1132,not fire
38.0295,23.4096,2023-07-28,2049,not fire
38.0613,23.4414,2023-07-19,849,fire
40.9444,25.8424,2023-08-02,1148,not fire
39.3371,22.7804,2023-08-16,35,not fire
38.1351,23.4286,2023-07-18,946,fire
36.2432,27.9739,2023-07-02,2016,not fire
36.1093,27.9478,2023-08-12,104,not fire
38.0298,24.5324,2023-08-13,857,not fire
